a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,age,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,target
Non,1,3,20,5,Transformation Digitale,Frequent,12,2,3,4,3,3,3,3,Oui,50,Marié(e),Consulting,Manager,2,30,0
Non,2,3,5,4,Autre,Occasionnel,0,2,4,1,4,4,3,3,Non,32,Marié(e),Consulting,Assistant de Direction,3,3,0
Non,1,4,7,3,Transformation Digitale,Occasionnel,1,2,3,5,4,4,2,3,Oui,44,Divorcé(e),Consulting,Directeur Technique,0,22,0
Non,1,3,7,3,Transformation Digitale,Occasionnel,1,2,2,1,2,2,2,3,Non,30,Marié(e),Consulting,Assistant de Direction,1,6,0
Non,0,3,5,5,Transformation Digitale,Occasionnel,1,3,1,2,1,1,3,3,Oui,45,Célibataire,Consulting,Consultant,1,10,0
Non,1,2,26,3,Marketing,Aucun,4,1,2,2,1,1,3,3,Non,45,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,0,3,2,4,Autre,Frequent,0,4,3,2,1,4,3,3,Non,31,Célibataire,Commercial,Cadre Commercial,7,5,0
Non,2,2,12,4,Infra & Cloud,Occasionnel,1,3,3,2,3,2,3,3,Oui,36,Marié(e),Consulting,Tech Lead,9,3,0
Non,1,3,10,4,Infra & Cloud,Frequent,7,3,4,2,4,1,3,3,Non,34,Divorcé(e),Consulting,Tech Lead,1,9,0
Non,1,3,25,4,Infra & Cloud,Occasionnel,1,3,3,1,1,4,2,3,Non,49,Marié(e),Consulting,Consultant,1,9,0
Non,3,3,10,5,Transformation Digitale,Occasionnel,7,2,3,2,1,4,3,3,Non,39,Marié(e),Consulting,Tech Lead,2,7,0
Non,2,3,19,3,Autre,Occasionnel,0,4,2,1,1,1,3,3,Non,27,Divorcé(e),Consulting,Consultant,1,7,0
Non,0,2,18,5,Infra & Cloud,Occasionnel,1,2,4,2,1,4,3,3,Non,35,Marié(e),Consulting,Assistant de Direction,1,16,0
Non,1,5,27,3,Transformation Digitale,Occasionnel,0,2,1,2,1,2,2,4,Non,28,Divorcé(e),Consulting,Tech Lead,0,5,0
Non,0,2,5,1,Transformation Digitale,Occasionnel,2,3,3,1,4,3,3,3,Non,21,Célibataire,Consulting,Assistant de Direction,1,2,0
Oui,0,2,3,2,Transformation Digitale,Frequent,0,2,3,1,4,3,4,3,Oui,18,Célibataire,Commercial,Représentant Commercial,1,0,1
Non,1,2,26,4,Infra & Cloud,Occasionnel,1,4,3,5,3,3,3,3,Non,47,Marié(e),Ressources Humaines,Senior Manager,3,5,0
Non,1,3,3,2,Transformation Digitale,Occasionnel,0,3,2,2,3,4,3,3,Non,39,Divorcé(e),Consulting,Consultant,0,10,0
Non,2,2,15,3,Infra & Cloud,Occasionnel,14,1,2,3,3,4,3,3,Non,40,Marié(e),Consulting,Tech Lead,1,18,0
Non,1,5,8,4,Infra & Cloud,Aucun,2,3,3,2,3,4,3,3,Non,35,Marié(e),Consulting,Manager,1,14,0
Non,3,2,19,3,Infra & Cloud,Occasionnel,0,3,3,2,3,1,2,3,Non,37,Marié(e),Consulting,Tech Lead,3,4,0
Non,0,2,4,3,Transformation Digitale,Frequent,3,1,3,2,3,4,1,3,Non,39,Célibataire,Consulting,Tech Lead,0,9,0
Non,2,3,2,2,Autre,Occasionnel,3,4,2,2,4,1,3,3,Non,45,Divorcé(e),Consulting,Tech Lead,1,10,0
Non,1,6,2,2,Transformation Digitale,Occasionnel,0,4,2,3,3,4,4,3,Oui,38,Marié(e),Consulting,Tech Lead,3,5,0
Oui,0,3,10,3,Transformation Digitale,Occasionnel,6,4,2,3,1,3,3,3,Non,35,Marié(e),Commercial,Cadre Commercial,9,13,1
Non,1,2,10,3,Transformation Digitale,Occasionnel,7,2,3,1,2,1,1,3,Non,37,Marié(e),Consulting,Assistant de Direction,1,8,0
Non,0,2,16,3,Infra & Cloud,Occasionnel,3,3,3,3,4,4,2,3,Oui,40,Célibataire,Consulting,Tech Lead,6,4,0
Non,0,3,1,5,Ressources Humaines,Frequent,0,1,3,2,4,3,3,3,Oui,44,Marié(e),Ressources Humaines,Ressources Humaines,4,10,0
Non,1,3,4,5,Transformation Digitale,Frequent,2,3,2,4,4,2,3,4,Non,48,Marié(e),Consulting,Senior Manager,2,2,0
Oui,2,2,15,2,Transformation Digitale,Occasionnel,2,1,1,2,4,4,2,3,Oui,35,Divorcé(e),Commercial,Cadre Commercial,6,2,1
Non,0,2,2,1,Entrepreunariat,Frequent,1,1,3,1,4,3,3,3,Oui,24,Célibataire,Consulting,Assistant de Direction,1,6,0
Non,0,0,8,3,Transformation Digitale,Occasionnel,0,2,4,1,3,1,3,3,Non,27,Marié(e),Consulting,Assistant de Direction,7,3,0
Non,0,0,2,3,Transformation Digitale,Frequent,1,4,3,1,4,3,2,3,Non,27,Célibataire,Consulting,Assistant de Direction,2,4,0
Oui,0,3,7,3,Infra & Cloud,Occasionnel,0,1,3,1,1,2,1,3,Oui,40,Célibataire,Consulting,Consultant,3,4,1
Non,0,2,10,3,Transformation Digitale,Occasionnel,1,3,2,2,3,3,3,3,Non,29,Célibataire,Commercial,Cadre Commercial,9,5,0
Non,2,6,5,4,Infra & Cloud,Occasionnel,0,2,3,3,1,3,3,3,Non,36,Marié(e),Consulting,Manager,4,3,0
Non,2,6,2,1,Infra & Cloud,Frequent,0,4,4,2,3,3,3,3,Non,25,Divorcé(e),Consulting,Tech Lead,1,7,0
Non,0,3,12,3,Transformation Digitale,Occasionnel,1,4,3,2,2,3,3,4,Non,39,Marié(e),Consulting,Tech Lead,4,5,0
Non,2,2,22,4,Autre,Occasionnel,1,1,3,4,2,2,3,3,Non,49,Marié(e),Consulting,Directeur Technique,3,4,0
Non,3,3,17,5,Infra & Cloud,Occasionnel,1,4,2,3,1,3,3,3,Non,50,Divorcé(e),Consulting,Directeur Technique,5,14,0
Non,0,3,2,3,Transformation Digitale,Occasionnel,2,3,3,1,3,1,3,3,Non,20,Célibataire,Commercial,Représentant Commercial,1,2,0
Non,1,2,3,3,Infra & Cloud,Occasionnel,7,4,3,2,2,3,3,3,Non,34,Divorcé(e),Consulting,Assistant de Direction,1,11,0
Non,0,4,7,3,Infra & Cloud,Occasionnel,1,1,3,1,2,3,3,3,Non,36,Célibataire,Consulting,Consultant,2,4,0
Non,1,3,6,1,Infra & Cloud,Occasionnel,2,3,2,4,3,2,3,3,Oui,49,Marié(e),Consulting,Manager,2,15,0
Non,0,6,1,4,Transformation Digitale,Aucun,1,4,2,2,3,3,3,3,Non,36,Marié(e),Consulting,Tech Lead,0,3,0
Non,1,3,3,2,Infra & Cloud,Occasionnel,0,4,4,2,1,1,3,4,Non,36,Divorcé(e),Consulting,Manager,6,5,0
Non,1,6,22,5,Transformation Digitale,Occasionnel,4,2,3,4,3,3,3,4,Non,54,Marié(e),Consulting,Senior Manager,3,10,0
Non,1,3,15,2,Infra & Cloud,Occasionnel,6,3,2,4,3,1,3,4,Non,43,Marié(e),Consulting,Directeur Technique,1,14,0
Oui,0,2,12,4,Autre,Frequent,6,4,3,2,4,1,4,4,Oui,35,Célibataire,Commercial,Cadre Commercial,3,11,1
Non,2,4,1,3,Infra & Cloud,Frequent,2,4,3,2,4,4,4,3,Non,38,Marié(e),Consulting,Assistant de Direction,7,13,0
Non,1,3,5,3,Transformation Digitale,Occasionnel,0,1,2,2,2,2,2,3,Oui,29,Divorcé(e),Commercial,Cadre Commercial,1,10,0
Non,2,5,2,4,Transformation Digitale,Occasionnel,0,4,3,2,4,3,3,3,Non,33,Divorcé(e),Commercial,Cadre Commercial,1,6,0
Non,2,4,2,3,Transformation Digitale,Occasionnel,1,4,3,2,2,3,2,3,Non,32,Divorcé(e),Consulting,Assistant de Direction,0,9,0
Non,2,2,5,4,Infra & Cloud,Occasionnel,0,1,3,2,4,1,3,3,Non,31,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,1,2,16,3,Transformation Digitale,Occasionnel,2,4,3,1,1,2,2,3,Oui,49,Divorcé(e),Consulting,Consultant,4,2,0
Non,0,3,2,3,Transformation Digitale,Frequent,3,4,2,1,2,2,3,4,Non,38,Célibataire,Consulting,Consultant,1,4,0
Non,3,2,2,4,Infra & Cloud,Occasionnel,1,2,4,4,2,3,3,3,Non,47,Divorcé(e),Commercial,Senior Manager,6,3,0
Non,0,2,1,3,Infra & Cloud,Occasionnel,0,3,3,4,3,1,3,3,Non,49,Célibataire,Consulting,Senior Manager,4,8,0
Non,0,2,23,2,Infra & Cloud,Occasionnel,0,4,3,3,3,4,3,3,Oui,41,Célibataire,Commercial,Cadre Commercial,3,2,0
Non,0,3,9,1,Infra & Cloud,Occasionnel,0,4,3,1,1,1,3,3,Non,20,Célibataire,Commercial,Représentant Commercial,1,2,0
Non,1,2,16,3,Infra & Cloud,Aucun,1,3,3,2,4,3,3,4,Oui,33,Divorcé(e),Commercial,Cadre Commercial,1,6,0
Non,2,2,26,4,Infra & Cloud,Occasionnel,0,1,3,2,3,2,2,3,Non,36,Marié(e),Consulting,Manager,6,3,0
Non,3,2,1,3,Infra & Cloud,Occasionnel,2,3,3,1,4,1,3,3,Oui,44,Divorcé(e),Ressources Humaines,Ressources Humaines,4,2,0
Oui,0,2,8,1,Transformation Digitale,Occasionnel,1,4,2,1,3,1,3,3,Oui,23,Célibataire,Consulting,Consultant,1,5,1
Non,1,5,4,2,Transformation Digitale,Occasionnel,0,4,3,1,3,4,2,3,Non,38,Marié(e),Consulting,Consultant,7,0,0
Non,0,2,24,4,Transformation Digitale,Occasionnel,1,2,4,3,4,3,3,3,Non,53,Marié(e),Consulting,Manager,3,4,0
Oui,2,3,7,2,Transformation Digitale,Frequent,7,4,3,1,3,3,3,3,Oui,48,Marié(e),Commercial,Représentant Commercial,2,9,1
Oui,0,2,2,4,Infra & Cloud,Occasionnel,0,4,3,1,2,1,3,3,Non,32,Célibataire,Consulting,Consultant,1,1,1
Non,0,5,7,3,Transformation Digitale,Aucun,5,4,3,1,4,3,3,4,Non,26,Célibataire,Consulting,Consultant,1,7,0
Non,1,1,22,3,Entrepreunariat,Occasionnel,1,1,2,1,2,4,3,3,Non,55,Divorcé(e),Consulting,Assistant de Direction,5,4,0
Non,1,3,5,2,Transformation Digitale,Occasionnel,4,2,2,2,4,3,4,3,Non,34,Marié(e),Consulting,Consultant,1,15,0
Non,1,2,1,4,Transformation Digitale,Occasionnel,0,3,1,3,4,3,4,4,Non,60,Divorcé(e),Consulting,Manager,3,1,0
Non,3,6,21,3,Transformation Digitale,Occasionnel,2,2,4,1,2,4,3,3,Non,33,Marié(e),Consulting,Consultant,1,14,0
Non,2,2,1,4,Transformation Digitale,Frequent,1,3,1,2,4,3,2,3,Non,37,Divorcé(e),Commercial,Cadre Commercial,1,6,0
Non,0,3,19,3,Infra & Cloud,Occasionnel,8,2,2,1,4,2,3,3,Non,34,Marié(e),Consulting,Assistant de Direction,1,10,0
Oui,1,2,7,3,Infra & Cloud,Occasionnel,0,3,3,1,4,2,3,4,Oui,23,Divorcé(e),Commercial,Représentant Commercial,1,3,1
Non,1,2,2,3,Infra & Cloud,Occasionnel,6,3,4,3,4,2,3,3,Oui,44,Marié(e),Consulting,Manager,1,8,0
Non,0,2,2,4,Transformation Digitale,Frequent,1,1,2,1,4,3,4,3,Oui,35,Célibataire,Consulting,Assistant de Direction,0,5,0
Non,1,3,2,3,Transformation Digitale,Occasionnel,8,4,3,2,4,1,3,3,Oui,43,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,1,1,9,3,Transformation Digitale,Occasionnel,0,3,4,1,3,4,3,3,Non,24,Marié(e),Consulting,Assistant de Direction,1,5,0
Non,0,3,6,3,Marketing,Occasionnel,8,4,3,3,3,2,3,3,Non,41,Célibataire,Commercial,Cadre Commercial,1,10,0
Non,1,2,9,4,Transformation Digitale,Occasionnel,1,4,3,1,3,3,3,3,Non,29,Marié(e),Consulting,Consultant,9,5,0
Non,0,2,2,4,Infra & Cloud,Occasionnel,6,3,3,2,4,3,2,3,Non,36,Célibataire,Commercial,Représentant Commercial,3,13,0
Non,1,3,1,1,Infra & Cloud,Aucun,14,3,2,3,3,4,2,4,Non,45,Marié(e),Consulting,Manager,3,23,0
Oui,1,2,22,1,Ressources Humaines,Occasionnel,0,4,1,1,3,3,3,3,Non,24,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1
Oui,0,3,9,3,Infra & Cloud,Frequent,14,3,1,4,3,3,1,3,Non,47,Marié(e),Commercial,Cadre Commercial,7,23,1
Non,3,3,17,4,Transformation Digitale,Occasionnel,0,4,1,1,3,3,4,3,Non,26,Marié(e),Consulting,Consultant,1,3,0
Non,0,2,28,2,Entrepreunariat,Occasionnel,8,4,2,4,2,3,3,3,Non,45,Célibataire,Consulting,Directeur Technique,1,21,0
Non,1,3,10,3,Infra & Cloud,Frequent,1,1,3,1,3,1,2,3,Non,32,Marié(e),Consulting,Assistant de Direction,6,5,0
Non,1,2,2,4,Infra & Cloud,Occasionnel,0,2,3,1,3,4,4,3,Non,31,Marié(e),Consulting,Consultant,1,5,0
Non,1,4,4,3,Ressources Humaines,Aucun,1,3,1,2,2,2,3,3,Non,41,Marié(e),Ressources Humaines,Ressources Humaines,6,3,0
Non,1,3,8,2,Infra & Cloud,Occasionnel,0,2,3,2,1,2,3,3,Oui,40,Marié(e),Consulting,Tech Lead,2,1,0
Non,3,2,29,1,Transformation Digitale,Occasionnel,1,2,3,1,1,2,4,3,Non,24,Divorcé(e),Consulting,Consultant,1,6,0
Non,0,3,13,4,Infra & Cloud,Occasionnel,0,3,3,2,2,4,3,3,Non,46,Célibataire,Consulting,Manager,6,10,0
Non,1,3,27,4,Infra & Cloud,Occasionnel,0,4,3,2,3,2,3,3,Non,35,Marié(e),Consulting,Tech Lead,2,7,0
Non,1,2,16,1,Infra & Cloud,Occasionnel,0,2,3,1,4,2,2,3,Non,30,Marié(e),Consulting,Assistant de Direction,1,10,0
Non,1,3,2,4,Marketing,Aucun,0,3,3,2,2,4,1,3,Non,47,Marié(e),Commercial,Cadre Commercial,7,1,0
Non,1,5,2,3,Infra & Cloud,Occasionnel,0,3,3,3,4,2,2,3,Oui,46,Divorcé(e),Commercial,Cadre Commercial,4,10,0
Oui,3,3,13,5,Marketing,Occasionnel,2,2,2,2,1,2,3,3,Oui,36,Divorcé(e),Commercial,Cadre Commercial,5,2,1
Oui,0,2,1,2,Infra & Cloud,Occasionnel,0,1,1,2,2,2,3,3,Non,32,Célibataire,Commercial,Cadre Commercial,6,0,1
Non,0,3,4,1,Transformation Digitale,Occasionnel,1,3,3,1,2,3,1,3,Non,23,Célibataire,Consulting,Consultant,1,3,0
Non,0,3,24,1,Entrepreunariat,Frequent,1,4,3,2,4,4,2,4,Non,31,Célibataire,Consulting,Tech Lead,2,5,0
Non,1,2,1,3,Infra & Cloud,Aucun,5,4,3,2,4,4,3,3,Oui,39,Marié(e),Consulting,Consultant,1,9,0
Non,1,2,19,3,Infra & Cloud,Occasionnel,0,4,1,3,3,3,1,3,Non,32,Marié(e),Commercial,Cadre Commercial,3,4,0
Non,0,3,7,4,Transformation Digitale,Occasionnel,12,2,3,5,2,2,2,3,Non,40,Célibataire,Commercial,Senior Manager,1,21,0
Non,2,2,4,3,Infra & Cloud,Occasionnel,0,3,1,3,3,3,4,4,Non,45,Marié(e),Ressources Humaines,Ressources Humaines,4,5,0
Non,0,2,2,4,Entrepreunariat,Frequent,0,4,2,1,1,4,3,3,Non,30,Célibataire,Consulting,Assistant de Direction,0,9,0
Non,1,2,10,3,Transformation Digitale,Frequent,2,1,3,1,4,4,3,3,Non,24,Marié(e),Ressources Humaines,Ressources Humaines,0,2,0
Oui,1,0,8,3,Ressources Humaines,Frequent,1,3,2,1,4,3,2,3,Non,30,Divorcé(e),Ressources Humaines,Ressources Humaines,6,4,1
Non,1,3,5,3,Entrepreunariat,Occasionnel,0,1,3,2,3,3,3,3,Non,31,Marié(e),Commercial,Cadre Commercial,1,5,0
Non,0,5,8,3,Transformation Digitale,Occasionnel,1,3,3,1,4,3,2,3,Non,27,Célibataire,Consulting,Assistant de Direction,1,6,0
Oui,0,3,9,3,Marketing,Occasionnel,2,2,1,1,2,3,3,3,Non,29,Célibataire,Commercial,Représentant Commercial,1,2,1
Non,0,5,1,3,Infra & Cloud,Frequent,0,4,4,2,3,4,4,3,Oui,29,Célibataire,Consulting,Manager,8,3,0
Non,1,2,15,2,Marketing,Occasionnel,1,3,2,3,1,1,3,3,Non,30,Divorcé(e),Commercial,Cadre Commercial,2,7,0
Non,3,3,2,4,Transformation Digitale,Occasionnel,1,4,4,1,4,1,3,3,Oui,34,Marié(e),Consulting,Assistant de Direction,0,5,0
Non,0,2,2,3,Marketing,Aucun,1,4,3,2,2,4,2,3,Non,33,Célibataire,Commercial,Cadre Commercial,8,11,0
Non,0,1,11,4,Marketing,Occasionnel,0,4,3,2,4,3,4,3,Non,49,Célibataire,Commercial,Cadre Commercial,3,5,0
Oui,0,2,16,3,Infra & Cloud,Occasionnel,0,1,3,3,1,3,2,4,Oui,33,Célibataire,Commercial,Cadre Commercial,2,0,1
Non,1,4,2,2,Transformation Digitale,Frequent,0,3,2,1,2,2,2,3,Non,38,Marié(e),Consulting,Consultant,4,6,0
Oui,3,2,16,4,Marketing,Occasionnel,0,1,3,3,3,1,3,3,Non,31,Marié(e),Commercial,Cadre Commercial,2,1,1
Non,1,2,4,3,Entrepreunariat,Occasionnel,0,4,2,1,1,3,3,3,Non,29,Divorcé(e),Consulting,Assistant de Direction,1,1,0
Non,1,3,16,3,Infra & Cloud,Occasionnel,1,3,4,2,3,3,3,3,Non,30,Marié(e),Consulting,Manager,3,7,0
Non,0,3,5,4,Entrepreunariat,Aucun,0,2,3,1,2,2,3,3,Non,32,Célibataire,Consulting,Assistant de Direction,2,7,0
Non,1,2,18,3,Transformation Digitale,Occasionnel,1,2,1,2,4,3,3,3,Oui,38,Marié(e),Consulting,Manager,3,1,0
Oui,1,4,17,3,Entrepreunariat,Frequent,0,3,2,1,3,4,3,3,Oui,43,Marié(e),Consulting,Assistant de Direction,9,1,1
Non,3,6,12,3,Transformation Digitale,Occasionnel,0,2,3,1,2,2,2,4,Non,42,Divorcé(e),Consulting,Consultant,8,5,0
Non,3,2,2,3,Transformation Digitale,Occasionnel,0,3,2,5,1,2,3,3,Non,55,Marié(e),Consulting,Directeur Technique,8,1,0
Non,2,2,4,3,Entrepreunariat,Aucun,1,4,3,2,2,4,2,3,Non,33,Divorcé(e),Consulting,Assistant de Direction,5,9,0
Non,2,2,9,4,Infra & Cloud,Occasionnel,0,3,3,1,1,2,3,4,Non,41,Divorcé(e),Consulting,Consultant,1,5,0
Non,1,3,10,3,Infra & Cloud,Aucun,0,4,3,2,3,3,3,3,Oui,34,Divorcé(e),Commercial,Cadre Commercial,1,15,0
Non,3,2,1,4,Transformation Digitale,Aucun,0,1,2,4,3,4,2,4,Oui,53,Marié(e),Consulting,Tech Lead,4,3,0
Non,0,5,2,3,Infra & Cloud,Occasionnel,1,2,3,1,4,2,3,3,Non,43,Célibataire,Ressources Humaines,Ressources Humaines,0,9,0
Non,0,3,3,2,Infra & Cloud,Occasionnel,2,4,1,2,4,1,3,3,Non,34,Célibataire,Commercial,Cadre Commercial,5,2,0
Oui,0,3,7,1,Marketing,Occasionnel,1,2,3,1,2,2,3,3,Non,21,Célibataire,Commercial,Représentant Commercial,1,1,1
Non,1,3,6,2,Autre,Occasionnel,0,4,2,1,3,2,3,3,Non,38,Marié(e),Consulting,Consultant,1,5,0
Oui,0,6,8,1,Transformation Digitale,Occasionnel,0,3,3,1,1,3,3,3,Oui,22,Marié(e),Consulting,Consultant,1,1,1
Non,2,3,29,4,Marketing,Occasionnel,5,1,2,2,4,1,3,3,Non,31,Marié(e),Commercial,Cadre Commercial,1,12,0
Non,0,2,3,3,Entrepreunariat,Occasionnel,2,1,3,3,3,4,3,3,Non,51,Marié(e),Consulting,Senior Manager,2,2,0
Non,2,2,9,2,Marketing,Occasionnel,0,2,2,2,2,1,3,3,Non,37,Marié(e),Commercial,Cadre Commercial,1,5,0
Non,1,3,2,4,Transformation Digitale,Occasionnel,2,3,3,5,4,3,3,3,Oui,46,Divorcé(e),Consulting,Directeur Technique,7,2,0
Non,1,1,10,3,Infra & Cloud,Occasionnel,5,4,3,3,1,4,3,3,Oui,36,Marié(e),Consulting,Manager,7,12,0
Oui,3,2,1,2,Transformation Digitale,Frequent,2,3,3,1,2,3,2,3,Oui,44,Divorcé(e),Consulting,Assistant de Direction,1,5,1
Non,0,4,8,2,Autre,Occasionnel,4,3,3,2,2,3,2,3,Non,37,Divorcé(e),Ressources Humaines,Ressources Humaines,2,10,0
Oui,0,2,27,3,Infra & Cloud,Occasionnel,7,3,3,2,4,4,3,3,Oui,35,Célibataire,Commercial,Cadre Commercial,1,10,1
Non,1,1,8,4,Infra & Cloud,Occasionnel,7,4,4,1,1,2,3,3,Non,33,Marié(e),Consulting,Assistant de Direction,6,10,0
Non,1,6,1,3,Infra & Cloud,Occasionnel,0,3,3,1,4,3,4,3,Non,28,Marié(e),Consulting,Assistant de Direction,1,5,0
Non,0,3,10,1,Transformation Digitale,Occasionnel,2,3,3,3,3,3,3,4,Non,39,Célibataire,Consulting,Directeur Technique,7,4,0
Non,0,3,26,2,Infra & Cloud,Aucun,2,2,2,2,2,3,3,3,Non,46,Célibataire,Commercial,Cadre Commercial,8,2,0
Non,1,5,2,2,Infra & Cloud,Occasionnel,0,3,3,1,1,4,2,3,Non,40,Marié(e),Consulting,Consultant,4,4,0
Non,2,2,13,3,Transformation Digitale,Occasionnel,0,2,4,2,1,3,2,3,Non,42,Marié(e),Consulting,Manager,5,0,0
Non,1,6,2,2,Transformation Digitale,Aucun,1,2,3,2,4,3,3,3,Non,35,Divorcé(e),Consulting,Tech Lead,2,7,0
Non,3,3,2,3,Ressources Humaines,Aucun,3,1,3,1,2,4,3,3,Non,38,Divorcé(e),Ressources Humaines,Ressources Humaines,5,11,0
Oui,1,3,9,4,Infra & Cloud,Frequent,0,4,3,2,1,3,2,3,Non,34,Marié(e),Consulting,Consultant,4,7,1
Oui,0,4,10,4,Transformation Digitale,Occasionnel,0,4,3,2,1,2,1,3,Non,37,Célibataire,Consulting,Tech Lead,1,10,1
Non,1,6,20,3,Infra & Cloud,Frequent,2,3,3,2,4,4,3,3,Non,39,Divorcé(e),Commercial,Cadre Commercial,2,2,0
Non,0,2,9,3,Infra & Cloud,Aucun,1,1,3,1,3,3,2,3,Non,43,Célibataire,Consulting,Assistant de Direction,4,3,0
Non,0,3,5,3,Infra & Cloud,Occasionnel,1,2,4,2,2,1,1,3,Non,41,Célibataire,Consulting,Manager,3,3,0
Non,1,3,4,1,Marketing,Occasionnel,13,3,3,3,3,4,4,3,Oui,41,Divorcé(e),Commercial,Cadre Commercial,0,22,0
Non,0,3,10,3,Transformation Digitale,Occasionnel,0,1,3,3,3,2,3,3,Non,30,Célibataire,Consulting,Tech Lead,9,7,0
Oui,0,3,20,2,Transformation Digitale,Occasionnel,1,4,3,1,2,3,3,3,Oui,26,Marié(e),Ressources Humaines,Ressources Humaines,0,5,1
Oui,1,2,21,2,Transformation Digitale,Occasionnel,3,4,3,2,2,4,4,4,Non,46,Marié(e),Consulting,Manager,4,9,1
Non,1,3,1,3,Infra & Cloud,Occasionnel,0,3,3,2,4,4,3,3,Non,40,Divorcé(e),Consulting,Manager,4,5,0
Non,2,5,8,2,Entrepreunariat,Occasionnel,4,2,4,2,3,3,3,4,Non,34,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,1,0,2,3,Transformation Digitale,Aucun,14,2,3,4,2,4,2,4,Non,58,Divorcé(e),Commercial,Senior Manager,4,16,0
Non,1,2,23,4,Transformation Digitale,Occasionnel,0,2,1,1,3,2,4,3,Non,35,Marié(e),Consulting,Consultant,0,5,0
Non,1,4,4,3,Infra & Cloud,Occasionnel,14,3,2,3,2,3,3,3,Oui,47,Divorcé(e),Consulting,Tech Lead,8,22,0
Non,1,3,12,3,Infra & Cloud,Occasionnel,7,2,3,2,1,2,3,3,Non,40,Divorcé(e),Consulting,Manager,2,7,0
Non,1,2,7,4,Transformation Digitale,Occasionnel,1,4,3,2,4,2,2,3,Non,54,Marié(e),Consulting,Assistant de Direction,4,7,0
Non,2,3,7,4,Marketing,Frequent,2,1,3,3,1,4,3,3,Non,31,Marié(e),Commercial,Cadre Commercial,2,3,0
Non,1,3,1,3,Transformation Digitale,Occasionnel,1,3,3,1,1,3,3,4,Non,28,Marié(e),Consulting,Assistant de Direction,1,3,0
Non,2,4,2,4,Marketing,Occasionnel,0,2,1,2,4,1,2,4,Oui,38,Marié(e),Commercial,Représentant Commercial,2,4,0
Non,0,4,10,3,Transformation Digitale,Occasionnel,1,3,3,2,4,1,3,3,Non,26,Célibataire,Commercial,Cadre Commercial,1,5,0
Non,0,3,15,4,Infra & Cloud,Frequent,2,1,3,4,3,2,3,3,Oui,58,Marié(e),Consulting,Directeur Technique,2,2,0
Non,0,4,14,3,Transformation Digitale,Aucun,0,2,3,1,3,3,1,3,Non,18,Célibataire,Consulting,Assistant de Direction,1,0,0
Oui,0,4,18,5,Ressources Humaines,Occasionnel,0,4,4,1,1,3,3,3,Non,31,Marié(e),Ressources Humaines,Ressources Humaines,0,1,1
Oui,3,3,13,3,Ressources Humaines,Occasionnel,2,1,2,1,1,4,3,3,Oui,29,Divorcé(e),Ressources Humaines,Ressources Humaines,4,2,1
Non,2,3,2,4,Infra & Cloud,Aucun,5,3,3,2,3,2,4,4,Non,45,Marié(e),Commercial,Cadre Commercial,4,8,0
Non,1,2,2,4,Autre,Occasionnel,0,4,3,2,2,4,3,4,Oui,36,Marié(e),Consulting,Assistant de Direction,4,1,0
Non,1,5,2,4,Infra & Cloud,Frequent,7,1,3,2,4,3,3,4,Non,43,Marié(e),Commercial,Cadre Commercial,1,7,0
Non,0,3,5,2,Infra & Cloud,Frequent,0,4,3,1,4,3,2,3,Oui,27,Célibataire,Consulting,Consultant,0,5,0
Non,0,3,20,1,Transformation Digitale,Frequent,3,4,3,1,4,2,4,3,Non,29,Marié(e),Consulting,Consultant,1,11,0
Non,0,2,10,4,Marketing,Frequent,0,4,3,2,4,3,4,3,Non,32,Célibataire,Commercial,Cadre Commercial,8,0,0
Non,2,1,10,4,Entrepreunariat,Aucun,3,3,3,1,3,2,2,4,Non,42,Marié(e),Consulting,Assistant de Direction,3,6,0
Non,0,2,9,4,Infra & Cloud,Occasionnel,2,2,3,1,3,3,3,3,Non,47,Célibataire,Consulting,Consultant,4,2,0
Non,1,4,2,2,Infra & Cloud,Occasionnel,4,4,3,3,4,3,2,3,Non,46,Divorcé(e),Consulting,Tech Lead,3,9,0
Non,1,2,1,2,Infra & Cloud,Aucun,2,3,3,1,4,2,3,3,Non,28,Divorcé(e),Ressources Humaines,Ressources Humaines,1,3,0
Non,2,3,29,1,Infra & Cloud,Occasionnel,1,4,1,2,3,4,3,3,Non,29,Divorcé(e),Consulting,Manager,8,7,0
Non,0,3,8,3,Infra & Cloud,Occasionnel,0,4,3,1,3,4,3,3,Non,42,Célibataire,Consulting,Consultant,4,0,0
Oui,0,3,2,4,Marketing,Occasionnel,2,3,2,2,2,3,2,3,Oui,32,Célibataire,Commercial,Cadre Commercial,7,2,1
Non,1,5,3,3,Entrepreunariat,Occasionnel,2,1,4,4,1,4,3,3,Non,46,Divorcé(e),Commercial,Cadre Commercial,2,19,0
